Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
4,10,Joey Fatone,Percentage (Judge% + Fan%),28.6665,Safe,33.2,,32.21,6.54,100.0,33.29,23.61,100.0
4,10,Laila Ali,Percentage (Judge% + Fan%),28.333200000000005,Safe,32.82,,36.56,6.76,100.0,33.35,23.57,100.0
5,1,Albert Reed,Percentage (Judge% + Fan%),21.0,Safe,8.17,,7.37,3.51,28.68,8.89,7.93,26.0
5,1,Cameron Mathison,Percentage (Judge% + Fan%),21.0,Safe,8.17,,6.84,3.37,28.68,8.92,7.98,26.0
5,1,Floyd Mayweather Jr. ,Percentage (Judge% + Fan%),18.0,Safe,7.0,,6.87,3.16,28.68,9.5,7.99,26.0
5,1,Helio Castroneves,Percentage (Judge% + Fan%),25.0,Safe,9.73,,7.01,3.56,28.68,8.75,8.0,26.0
5,1,Jane Seymour,Percentage (Judge% + Fan%),24.0,Safe,9.34,,9.54,4.12,28.68,8.79,7.99,26.0
5,1,Jennie Garth,Percentage (Judge% + Fan%),21.0,Safe,8.17,,8.21,3.74,28.68,8.95,7.99,26.0
5,1,Josie Maran,Percentage (Judge% + Fan%),16.0,Eliminated,6.23,,3.53,1.3,28.68,1.44,1.03,26.0
5,1,Marie Osmond,Percentage (Judge% + Fan%),21.0,Safe,8.17,,15.72,5.12,28.68,9.02,8.02,26.0
5,1,Mark Cuban,Percentage (Judge% + Fan%),21.0,Safe,8.17,,9.48,4.03,28.68,8.97,7.97,26.0
5,1,Mel B,Percentage (Judge% + Fan%),24.0,Safe,9.34,,6.75,3.46,28.68,8.77,7.95,26.0
5,1,Sabrina Bryan,Percentage (Judge% + Fan%),26.0,Safe,10.12,,9.53,4.15,28.68,8.75,8.03,26.0
5,1,Wayne Newton,Percentage (Judge% + Fan%),19.0,Safe,7.39,,9.15,3.9,28.68,9.25,7.97,26.0
5,2,Albert Reed,Percentage (Judge% + Fan%),21.0,Eliminated,8.82,,3.1,1.12,11.87,0.99,0.84,8.54
5,2,Cameron Mathison,Percentage (Judge% + Fan%),21.0,Safe,8.82,,7.72,3.32,11.87,9.73,7.94,8.54
5,2,Floyd Mayweather Jr. ,Percentage (Judge% + Fan%),21.0,Safe,8.82,,7.3,3.16,11.87,9.8,8.01,8.54
5,2,Helio Castroneves,Percentage (Judge% + Fan%),27.0,Safe,11.34,,7.48,3.61,11.87,9.01,8.17,8.54
5,2,Jane Seymour,Percentage (Judge% + Fan%),21.0,Safe,8.82,,10.27,4.09,11.87,9.9,8.07,8.54
5,2,Jennie Garth,Percentage (Judge% + Fan%),21.0,Safe,8.82,,9.01,3.72,11.87,9.89,7.99,8.54
5,2,Marie Osmond,Percentage (Judge% + Fan%),24.0,Safe,10.08,,16.38,5.16,11.87,9.12,7.97,8.54
5,2,Mark Cuban,Percentage (Judge% + Fan%),18.0,Safe,7.56,,10.46,3.91,11.87,11.1,8.02,8.54
5,2,Mel B,Percentage (Judge% + Fan%),23.0,Safe,9.66,,7.54,3.42,11.87,9.21,8.05,8.54
5,2,Sabrina Bryan,Percentage (Judge% + Fan%),26.0,Safe,10.92,,10.0,4.14,11.87,8.86,8.01,8.54
5,2,Wayne Newton,Percentage (Judge% + Fan%),15.0,Safe,6.3,,10.73,3.68,11.87,12.39,7.98,8.54
5,3,Cameron Mathison,Percentage (Judge% + Fan%),23.0,Safe,9.62,,8.48,3.58,17.72,11.0,9.45,27.42
5,3,Floyd Mayweather Jr. ,Percentage (Judge% + Fan%),21.0,Safe,8.79,,8.42,3.34,17.72,11.43,9.43,27.42
5,3,Helio Castroneves,Percentage (Judge% + Fan%),24.0,Safe,10.04,,8.74,3.73,17.72,10.9,9.5,27.42
5,3,Jane Seymour,Percentage (Judge% + Fan%),27.0,Safe,11.3,,11.1,4.39,17.72,10.6,9.43,27.42
5,3,Jennie Garth,Percentage (Judge% + Fan%),26.0,Safe,10.88,,9.6,4.02,17.72,10.65,9.46,27.42
5,3,Marie Osmond,Percentage (Judge% + Fan%),26.0,Safe,10.88,,17.79,5.39,17.72,10.64,9.47,27.42
5,3,Mark Cuban,Percentage (Judge% + Fan%),20.0,Safe,8.37,,11.4,4.2,17.72,11.69,9.46,27.42
5,3,Mel B,Percentage (Judge% + Fan%),27.0,Safe,11.3,,8.15,3.7,17.72,10.58,9.43,27.42
5,3,Sabrina Bryan,Percentage (Judge% + Fan%),27.0,Safe,11.3,,11.08,4.37,17.72,10.63,9.44,27.42
5,3,Wayne Newton,Percentage (Judge% + Fan%),18.0,Eliminated,7.53,,5.23,1.53,17.72,1.89,1.36,27.42
5,4,Cameron Mathison,Percentage (Judge% + Fan%),27.0,Safe,11.54,,9.04,3.75,39.1,12.02,10.26,19.56
5,4,Floyd Mayweather Jr. ,Percentage (Judge% + Fan%),23.0,Eliminated,9.83,,4.63,1.64,39.1,1.66,1.29,19.56
5,4,Helio Castroneves,Percentage (Judge% + Fan%),27.0,Safe,11.54,,9.52,3.89,39.1,12.11,10.36,19.56
5,4,Jane Seymour,Percentage (Judge% + Fan%),26.0,Safe,11.11,,12.38,4.49,39.1,12.26,10.27,19.56
5,4,Jennie Garth,Percentage (Judge% + Fan%),27.0,Safe,11.54,,10.68,4.15,39.1,12.06,10.27,19.56
5,4,Marie Osmond,Percentage (Judge% + Fan%),26.0,Safe,11.11,,19.68,5.55,39.1,12.21,10.23,19.56
5,4,Mark Cuban,Percentage (Judge% + Fan%),22.0,Safe,9.4,,12.53,4.35,39.1,13.7,10.33,19.56
5,4,Mel B,Percentage (Judge% + Fan%),26.0,Safe,11.11,,9.32,3.77,39.1,12.27,10.24,19.56
5,4,Sabrina Bryan,Percentage (Judge% + Fan%),30.0,Safe,12.82,,12.23,4.57,39.1,11.72,10.32,19.56
5,5,Cameron Mathison,Percentage (Judge% + Fan%),26.0,Safe,13.07,,10.58,3.84,17.7,13.64,11.47,23.5
5,5,Helio Castroneves,Percentage (Judge% + Fan%),23.0,Safe,11.56,,11.69,3.84,17.7,14.56,11.44,23.5
5,5,Jane Seymour,Percentage (Judge% + Fan%),26.0,Safe,13.07,,13.61,4.61,17.7,13.66,11.36,23.5
5,5,Jennie Garth,Percentage (Judge% + Fan%),25.0,Safe,12.56,,12.21,4.19,17.7,13.87,11.39,23.5
5,5,Marie Osmond,Percentage (Judge% + Fan%),21.0,Safe,10.55,,20.92,5.66,17.7,15.43,11.5,23.5
5,5,Mark Cuban,Percentage (Judge% + Fan%),21.0,Eliminated,10.55,,7.26,1.84,17.7,2.23,1.71,23.5
5,5,Mel B,Percentage (Judge% + Fan%),29.0,Safe,14.57,,10.27,4.02,17.7,13.28,11.45,23.5
5,5,Sabrina Bryan,Percentage (Judge% + Fan%),28.0,Safe,14.07,,13.44,4.64,17.7,13.32,11.36,23.5
5,6,Cameron Mathison,Percentage (Judge% + Fan%),25.0,Safe,13.89,,13.04,3.76,9.3,16.43,12.12,15.4
5,6,Helio Castroneves,Percentage (Judge% + Fan%),28.0,Safe,15.56,,12.65,4.1,9.3,15.28,12.16,15.4
5,6,Jane Seymour,Percentage (Judge% + Fan%),22.0,Safe,12.22,,16.61,4.44,9.3,18.08,12.11,15.4
5,6,Jennie Garth,Percentage (Judge% + Fan%),27.0,Safe,15.0,,13.97,4.34,9.3,15.61,12.16,15.4
5,6,Marie Osmond,Percentage (Judge% + Fan%),23.0,Safe,12.78,,23.93,5.89,9.3,17.51,12.07,15.4
5,6,Mel B,Percentage (Judge% + Fan%),30.0,Safe,16.67,,11.86,4.06,9.3,14.84,12.2,15.4
5,6,Sabrina Bryan,Percentage (Judge% + Fan%),25.0,Eliminated,13.89,,7.94,1.83,9.3,2.24,1.85,15.4
5,7,Cameron Mathison,Percentage (Judge% + Fan%),25.5,Safe,16.35,,15.14,3.97,8.35,19.69,14.13,19.81
5,7,Helio Castroneves,Percentage (Judge% + Fan%),26.0,Safe,16.67,,15.42,4.15,8.35,19.51,14.19,19.81
5,7,Jane Seymour,Percentage (Judge% + Fan%),25.0,Eliminated,16.03,,9.91,2.05,8.35,2.94,2.43,19.81
5,7,Jennie Garth,Percentage (Judge% + Fan%),26.5,Safe,16.99,,16.57,4.56,8.35,19.23,14.23,19.81
5,7,Marie Osmond,Percentage (Judge% + Fan%),26.0,Safe,16.67,,28.19,6.33,8.35,19.46,14.17,19.81
5,7,Mel B,Percentage (Judge% + Fan%),27.0,Safe,17.31,,14.77,4.1,8.35,19.16,14.23,19.81
5,8,Cameron Mathison,Percentage (Judge% + Fan%),25.5,Eliminated,19.39,,11.09,2.72,40.3,4.2,3.37,22.04
5,8,Helio Castroneves,Percentage (Judge% + Fan%),28.5,Safe,21.67,,17.32,4.74,40.3,22.7,16.08,22.04
5,8,Jennie Garth,Percentage (Judge% + Fan%),25.0,Safe,19.01,,19.94,4.88,40.3,24.98,16.07,22.04
5,8,Marie Osmond,Percentage (Judge% + Fan%),24.5,Safe,18.63,,34.67,6.66,40.3,25.18,16.06,22.04
5,8,Mel B,Percentage (Judge% + Fan%),28.0,Safe,21.29,,16.97,4.59,40.3,22.94,16.02,22.04
5,9,Helio Castroneves,Percentage (Judge% + Fan%),30.0,Safe,25.64,,22.64,4.67,25.49,30.6,18.43,25.62
5,9,Jennie Garth,Percentage (Judge% + Fan%),29.0,Eliminated,24.79,,16.06,3.08,25.49,6.3,4.87,25.62
5,9,Marie Osmond,Percentage (Judge% + Fan%),28.0,Safe,23.93,,39.07,6.76,25.49,32.44,18.47,25.62
5,9,Mel B,Percentage (Judge% + Fan%),30.0,Safe,25.64,,22.24,4.59,25.49,30.66,18.41,25.62
5,10,Helio Castroneves,Percentage (Judge% + Fan%),27.999900000000004,Safe,35.29,,26.05,6.13,100.0,33.37,23.58,100.0
5,10,Marie Osmond,Percentage (Judge% + Fan%),23.0,Safe,28.99,,48.66,7.0,100.0,33.39,23.63,100.0
5,10,Mel B,Percentage (Judge% + Fan%),28.333199999999998,Safe,35.71,,25.28,6.1,100.0,33.24,23.59,100.0
6,1,Adam Carolla,Percentage (Judge% + Fan%),15.0,Safe,6.17,,6.26,3.39,100.0,8.34,7.67,100.0
6,1,Cristian de la Fuente,Percentage (Judge% + Fan%),21.0,Safe,8.64,,5.96,3.32,100.0,8.35,7.69,100.0
6,1,Jason Taylor,Percentage (Judge% + Fan%),22.0,Safe,9.05,,6.74,3.51,100.0,8.34,7.67,100.0
6,1,Kristi Yamaguchi,Percentage (Judge% + Fan%),27.0,Safe,11.11,,6.26,3.39,100.0,8.32,7.67,100.0
6,1,Mario,Percentage (Judge% + Fan%),24.0,Safe,9.88,,30.01,6.41,100.0,8.32,7.64,100.0
6,1,Marissa Jaret Winokur,Percentage (Judge% + Fan%),18.0,Safe,7.41,,6.02,3.34,100.0,8.36,7.67,100.0
6,1,Marlee Matlin,Percentage (Judge% + Fan%),22.0,Safe,9.05,,6.25,3.4,100.0,8.32,7.66,100.0
6,1,Monica Seles,Percentage (Judge% + Fan%),15.0,Safe,6.17,,6.11,3.35,100.0,8.33,7.65,100.0
6,1,Penn Jillette,Percentage (Judge% + Fan%),16.0,Safe,6.58,,5.87,3.29,100.0,8.33,7.66,100.0
6,1,Priscilla Presley,Percentage (Judge% + Fan%),24.0,Safe,9.88,,7.09,3.6,100.0,8.32,7.63,100.0
6,1,Shannon Elizabeth,Percentage (Judge% + Fan%),21.0,Safe,8.64,,7.48,3.68,100.0,8.32,7.65,100.0
6,1,Steve Guttenberg,Percentage (Judge% + Fan%),18.0,Safe,7.41,,5.95,3.31,100.0,8.35,7.67,100.0
6,2,Adam Carolla,Percentage (Judge% + Fan%),19.0,Safe,7.39,,6.64,3.35,28.47,9.05,7.85,25.63
6,2,Cristian de la Fuente,Percentage (Judge% + Fan%),20.0,Safe,7.78,,6.24,3.27,28.47,8.92,7.87,25.63
6,2,Jason Taylor,Percentage (Judge% + Fan%),27.0,Safe,10.51,,6.82,3.56,28.47,8.65,7.9,25.63
6,2,Kristi Yamaguchi,Percentage (Judge% + Fan%),27.0,Safe,10.51,,6.33,3.45,28.47,8.67,7.98,25.63
6,2,Mario,Percentage (Judge% + Fan%),26.0,Safe,10.12,,30.27,6.46,28.47,8.69,7.9,25.63
6,2,Marissa Jaret Winokur,Percentage (Judge% + Fan%),21.0,Safe,8.17,,6.22,3.31,28.47,8.85,7.91,25.63
6,2,Marlee Matlin,Percentage (Judge% + Fan%),24.0,Safe,9.34,,6.33,3.4,28.47,8.72,7.93,25.63
6,2,Monica Seles,Percentage (Judge% + Fan%),15.0,Eliminated,5.84,,2.92,1.18,28.47,1.53,1.14,25.63
6,2,Penn Jillette,Percentage (Judge% + Fan%),17.0,Safe,6.61,,6.56,3.18,28.47,9.54,7.93,25.63
6,2,Priscilla Presley,Percentage (Judge% + Fan%),21.0,Safe,8.17,,7.26,3.59,28.47,8.89,7.94,25.63
6,2,Shannon Elizabeth,Percentage (Judge% + Fan%),24.0,Safe,9.34,,7.6,3.73,28.47,8.69,7.93,25.63
6,2,Steve Guttenberg,Percentage (Judge% + Fan%),16.0,Safe,6.23,,6.81,3.18,28.47,9.8,7.89,25.63
6,3,Adam Carolla,Percentage (Judge% + Fan%),21.0,Safe,9.21,,8.2,3.47,19.0,11.47,9.15,14.12
6,3,Cristian de la Fuente,Percentage (Judge% + Fan%),25.0,Safe,10.96,,7.37,3.51,19.0,10.37,9.09,14.12
6,3,Jason Taylor,Percentage (Judge% + Fan%),23.0,Safe,10.09,,8.29,3.67,19.0,10.71,9.09,14.12
6,3,Kristi Yamaguchi,Percentage (Judge% + Fan%),27.0,Safe,11.84,,7.54,3.64,19.0,10.25,9.13,14.12
6,3,Mario,Percentage (Judge% + Fan%),21.0,Safe,9.21,,31.5,6.5,19.0,11.4,9.06,14.12
6,3,Marissa Jaret Winokur,Percentage (Judge% + Fan%),19.0,Safe,8.33,,8.46,3.31,19.0,12.27,9.13,14.12
6,3,Marlee Matlin,Percentage (Judge% + Fan%),21.0,Safe,9.21,,8.18,3.47,19.0,11.44,9.14,14.12
6,3,Priscilla Presley,Percentage (Judge% + Fan%),26.0,Safe,11.4,,8.36,3.81,19.0,10.31,9.2,14.12
6,3,Shannon Elizabeth,Percentage (Judge% + Fan%),24.0,Safe,10.53,,8.87,3.88,19.0,10.5,9.1,14.12
6,3,Steve Guttenberg,Percentage (Judge% + Fan%),21.0,Eliminated,9.21,,3.23,1.22,19.0,1.28,1.05,14.12
6,4,Adam Carolla,Percentage (Judge% + Fan%),19.0,Eliminated,8.44,,4.92,1.66,38.43,2.19,1.59,28.34
6,4,Cristian de la Fuente,Percentage (Judge% + Fan%),26.0,Safe,11.56,,8.31,3.71,38.43,12.08,10.42,28.34
6,4,Jason Taylor,Percentage (Judge% + Fan%),29.0,Safe,12.89,,8.88,3.96,38.43,11.83,10.35,28.34
6,4,Kristi Yamaguchi,Percentage (Judge% + Fan%),29.0,Safe,12.89,,8.39,3.86,38.43,11.85,10.39,28.34
6,4,Mario,Percentage (Judge% + Fan%),24.0,Safe,10.67,,32.74,6.63,38.43,12.43,10.45,28.34
6,4,Marissa Jaret Winokur,Percentage (Judge% + Fan%),24.0,Safe,10.67,,8.58,3.67,38.43,12.41,10.39,28.34
6,4,Marlee Matlin,Percentage (Judge% + Fan%),24.0,Safe,10.67,,8.78,3.75,38.43,12.44,10.43,28.34
6,4,Priscilla Presley,Percentage (Judge% + Fan%),22.0,Safe,9.78,,9.77,3.87,38.43,12.85,10.42,28.34
6,4,Shannon Elizabeth,Percentage (Judge% + Fan%),28.0,Safe,12.44,,9.64,4.1,38.43,11.91,10.4,28.34
6,5,Cristian de la Fuente,Percentage (Judge% + Fan%),23.0,Safe,11.73,,9.91,3.73,21.22,14.32,11.38,22.64
6,5,Jason Taylor,Percentage (Judge% + Fan%),27.0,Safe,13.78,,10.0,4.06,21.22,13.52,11.45,22.64
6,5,Kristi Yamaguchi,Percentage (Judge% + Fan%),29.0,Safe,14.8,,9.42,4.01,21.22,13.25,11.46,22.64
6,5,Mario,Percentage (Judge% + Fan%),27.0,Safe,13.78,,33.94,6.67,21.22,13.53,11.51,22.64
6,5,Marissa Jaret Winokur,Percentage (Judge% + Fan%),24.0,Safe,12.24,,9.77,3.8,21.22,14.08,11.44,22.64
6,5,Marlee Matlin,Percentage (Judge% + Fan%),22.0,Safe,11.22,,10.36,3.74,21.22,14.78,11.35,22.64
6,5,Priscilla Presley,Percentage (Judge% + Fan%),21.0,Eliminated,10.71,,5.43,1.64,21.22,2.14,1.68,22.64
6,5,Shannon Elizabeth,Percentage (Judge% + Fan%),23.0,Safe,11.73,,11.17,4.08,21.22,14.38,11.39,22.64
6,6,Cristian de la Fuente,Percentage (Judge% + Fan%),27.0,Safe,15.0,,10.72,4.08,39.01,15.9,12.96,27.81
6,6,Jason Taylor,Percentage (Judge% + Fan%),24.0,Safe,13.33,,11.9,4.14,39.01,16.81,12.96,27.81
6,6,Kristi Yamaguchi,Percentage (Judge% + Fan%),30.0,Safe,16.67,,10.72,4.26,39.01,15.59,13.08,27.81
6,6,Mario,Percentage (Judge% + Fan%),28.0,Safe,15.56,,36.41,6.76,39.01,15.8,13.0,27.81
6,6,Marissa Jaret Winokur,Percentage (Judge% + Fan%),26.0,Safe,14.44,,10.9,4.05,39.01,16.21,12.96,27.81
6,6,Marlee Matlin,Percentage (Judge% + Fan%),21.0,Eliminated,11.67,,6.78,2.03,39.01,2.94,2.21,27.81
6,6,Shannon Elizabeth,Percentage (Judge% + Fan%),24.0,Safe,13.33,,12.57,4.3,39.01,16.75,12.94,27.81
6,7,Cristian de la Fuente,Percentage (Judge% + Fan%),23.0,Safe,14.89,,14.34,3.84,14.01,21.11,13.79,17.21
6,7,Jason Taylor,Percentage (Judge% + Fan%),27.5,Safe,17.8,,13.47,4.3,14.01,18.53,13.86,17.21
6,7,Kristi Yamaguchi,Percentage (Judge% + Fan%),27.0,Safe,17.48,,13.18,4.15,14.01,18.68,13.88,17.21
6,7,Mario,Percentage (Judge% + Fan%),25.5,Safe,16.5,,38.07,6.81,14.01,19.62,13.91,17.21
6,7,Marissa Jaret Winokur,Percentage (Judge% + Fan%),26.0,Safe,16.83,,13.35,4.07,14.01,19.23,13.9,17.21
6,7,Shannon Elizabeth,Percentage (Judge% + Fan%),25.5,Eliminated,16.5,,7.57,1.97,14.01,2.83,2.39,17.21
6,8,Cristian de la Fuente,Percentage (Judge% + Fan%),28.5,Safe,21.35,,20.3,2.65,0.0,22.86,15.91,20.43
6,8,Jason Taylor,Percentage (Judge% + Fan%),26.0,Safe,19.48,,21.66,1.27,0.0,24.5,15.87,20.43
6,8,Kristi Yamaguchi,Percentage (Judge% + Fan%),27.5,Safe,20.6,,19.52,2.53,0.0,23.39,15.89,20.43
6,8,Mario,Percentage (Judge% + Fan%),26.5,Eliminated,19.85,,17.2,1.24,0.0,4.05,3.28,20.43
6,8,Marissa Jaret Winokur,Percentage (Judge% + Fan%),25.0,Safe,18.73,,21.31,3.31,0.0,25.2,15.87,20.43
6,9,Cristian de la Fuente,Percentage (Judge% + Fan%),28.0,Safe,25.45,,22.56,4.74,46.28,31.11,19.07,29.08
6,9,Jason Taylor,Percentage (Judge% + Fan%),27.5,Safe,25.0,,34.4,6.49,46.28,31.4,19.0,29.08
6,9,Kristi Yamaguchi,Percentage (Judge% + Fan%),28.5,Safe,25.91,,26.3,5.54,46.28,30.81,19.1,29.08
6,9,Marissa Jaret Winokur,Percentage (Judge% + Fan%),26.0,Eliminated,23.64,,16.74,3.45,46.28,6.69,5.1,29.08
6,10,Cristian de la Fuente,Percentage (Judge% + Fan%),26.0,Safe,30.77,,25.94,6.14,100.0,33.3,23.56,100.0
6,10,Jason Taylor,Percentage (Judge% + Fan%),28.5,Safe,33.73,,42.05,6.92,100.0,33.28,23.51,100.0
6,10,Kristi Yamaguchi,Percentage (Judge% + Fan%),30.0,Safe,35.5,,32.01,6.54,100.0,33.42,23.61,100.0
7,1,Brooke Burke,Percentage (Judge% + Fan%),24.5,Safe,9.72,,9.48,4.08,9.05,7.57,7.01,7.75
7,1,Cloris Leachman,Percentage (Judge% + Fan%),16.0,Safe,6.35,,7.52,3.34,9.05,9.22,6.92,7.75
7,1,Cody Linley,Percentage (Judge% + Fan%),20.5,Safe,8.13,,6.92,3.43,9.05,7.69,6.88,7.75
7,1,Jeffrey Ross,Percentage (Judge% + Fan%),12.0,Safe,4.76,,7.68,2.78,9.05,10.94,7.0,7.75
7,1,Kim Kardashian,Percentage (Judge% + Fan%),18.5,Safe,7.34,,22.47,5.8,9.05,8.21,6.89,7.75
7,1,Lance Bass,Percentage (Judge% + Fan%),21.5,Safe,8.53,,6.17,3.26,9.05,7.64,6.94,7.75
7,1,Maurice Greene,Percentage (Judge% + Fan%),19.5,Safe,7.74,,5.73,3.0,9.05,8.0,6.95,7.75
7,1,Misty May-Treanor,Percentage (Judge% + Fan%),21.0,Safe,8.33,,5.75,3.14,9.05,7.74,6.94,7.75
7,1,Rocco DiSpirito,Percentage (Judge% + Fan%),17.5,Safe,6.94,,6.23,3.0,9.05,8.66,6.92,7.75
7,1,Susan Lucci,Percentage (Judge% + Fan%),18.5,Safe,7.34,,7.2,3.45,9.05,8.31,6.97,7.75
7,1,Ted McGinley,Percentage (Judge% + Fan%),18.5,Eliminated,7.34,,1.89,0.84,9.05,0.77,0.64,7.75
7,1,Toni Braxton,Percentage (Judge% + Fan%),22.5,Safe,8.93,,6.58,3.42,9.05,7.62,6.97,7.75
7,1,Warren Sapp,Percentage (Judge% + Fan%),21.5,Safe,8.53,,6.37,3.32,9.05,7.63,6.91,7.75
7,2,Brooke Burke,Percentage (Judge% + Fan%),24.0,Safe,10.86,,10.6,1.54,0.0,9.33,8.43,17.09
7,2,Cloris Leachman,Percentage (Judge% + Fan%),15.0,Safe,6.79,,9.64,2.28,0.0,11.54,8.4,17.09
7,2,Cody Linley,Percentage (Judge% + Fan%),21.0,Safe,9.5,,9.08,1.72,0.0,9.49,8.32,17.09
7,2,Kim Kardashian,Percentage (Judge% + Fan%),17.0,Eliminated,7.69,,6.44,1.04,0.0,1.35,1.03,17.09
7,2,Lance Bass,Percentage (Judge% + Fan%),20.0,Safe,9.05,,9.77,2.22,0.0,9.64,8.4,17.09
7,2,Maurice Greene,Percentage (Judge% + Fan%),19.0,Safe,8.6,,9.02,0.85,0.0,9.92,8.44,17.09
7,2,Misty May-Treanor,Percentage (Judge% + Fan%),21.0,Safe,9.5,,7.15,1.37,0.0,9.47,8.41,17.09
7,2,Rocco DiSpirito,Percentage (Judge% + Fan%),16.0,Safe,7.24,,10.85,2.67,0.0,11.03,8.37,17.09
7,2,Susan Lucci,Percentage (Judge% + Fan%),21.0,Safe,9.5,,9.61,3.53,0.0,9.5,8.41,17.09
7,2,Toni Braxton,Percentage (Judge% + Fan%),23.0,Safe,10.41,,6.78,1.36,0.0,9.39,8.4,17.09
7,2,Warren Sapp,Percentage (Judge% + Fan%),24.0,Safe,10.86,,11.05,3.34,0.0,9.35,8.45,17.09
7,3,Brooke Burke,Percentage (Judge% + Fan%),28.0,Safe,14.07,,18.19,5.41,100.0,11.08,9.9,100.0
7,3,Cloris Leachman,Percentage (Judge% + Fan%),16.0,Safe,8.04,,11.63,4.48,100.0,11.1,9.93,100.0
7,3,Cody Linley,Percentage (Judge% + Fan%),21.0,Safe,10.55,,11.44,4.46,100.0,11.12,9.92,100.0
7,3,Lance Bass,Percentage (Judge% + Fan%),22.0,Safe,11.06,,9.68,4.14,100.0,11.11,9.91,100.0
7,3,Maurice Greene,Percentage (Judge% + Fan%),24.0,Safe,12.06,,7.9,3.79,100.0,11.09,9.9,100.0
7,3,Rocco DiSpirito,Percentage (Judge% + Fan%),20.0,Safe,10.05,,8.36,3.87,100.0,11.12,9.96,100.0
7,3,Susan Lucci,Percentage (Judge% + Fan%),21.0,Safe,10.55,,11.78,4.5,100.0,11.12,9.95,100.0
7,3,Toni Braxton,Percentage (Judge% + Fan%),22.0,Safe,11.06,,10.83,4.35,100.0,11.12,9.95,100.0
7,3,Warren Sapp,Percentage (Judge% + Fan%),25.0,Safe,12.56,,10.19,4.24,100.0,11.14,9.95,100.0
7,4,Brooke Burke,Percentage (Judge% + Fan%),26.0,Safe,12.81,,18.33,5.45,39.97,11.85,10.38,25.95
7,4,Cloris Leachman,Percentage (Judge% + Fan%),22.0,Safe,10.84,,11.94,4.43,39.97,12.34,10.34,25.95
7,4,Cody Linley,Percentage (Judge% + Fan%),23.0,Safe,11.33,,11.72,4.42,39.97,12.15,10.42,25.95
7,4,Lance Bass,Percentage (Judge% + Fan%),26.0,Safe,12.81,,9.88,4.12,39.97,11.88,10.45,25.95
7,4,Maurice Greene,Percentage (Judge% + Fan%),20.0,Safe,9.85,,9.12,3.55,39.97,12.92,10.41,25.95
7,4,Rocco DiSpirito,Percentage (Judge% + Fan%),18.0,Eliminated,8.87,,5.19,1.79,39.97,2.01,1.49,25.95
7,4,Susan Lucci,Percentage (Judge% + Fan%),24.0,Safe,11.82,,11.98,4.49,39.97,12.03,10.42,25.95
7,4,Toni Braxton,Percentage (Judge% + Fan%),22.0,Safe,10.84,,11.21,4.26,39.97,12.4,10.41,25.95
7,4,Warren Sapp,Percentage (Judge% + Fan%),22.0,Safe,10.84,,10.64,4.12,39.97,12.41,10.38,25.95
7,5,Brooke Burke,Percentage (Judge% + Fan%),29.0,Safe,14.87,,19.48,5.54,16.24,12.93,11.13,17.79
7,5,Cloris Leachman,Percentage (Judge% + Fan%),21.0,Safe,10.77,,13.78,4.28,16.24,15.23,11.03,17.79
7,5,Cody Linley,Percentage (Judge% + Fan%),28.0,Safe,14.36,,12.7,4.54,16.24,13.08,11.17,17.79
7,5,Lance Bass,Percentage (Judge% + Fan%),21.0,Safe,10.77,,12.37,3.86,16.24,15.2,11.05,17.79
7,5,Maurice Greene,Percentage (Judge% + Fan%),27.0,Safe,13.85,,9.65,3.71,16.24,13.24,11.12,17.79
7,5,Susan Lucci,Percentage (Judge% + Fan%),22.0,Safe,11.28,,13.71,4.37,16.24,14.68,11.03,17.79
7,5,Toni Braxton,Percentage (Judge% + Fan%),22.0,Eliminated,11.28,,6.41,1.73,16.24,2.02,1.62,17.79
7,5,Warren Sapp,Percentage (Judge% + Fan%),25.0,Safe,12.82,,11.91,4.17,16.24,13.62,11.14,17.79
7,6,Brooke Burke,Percentage (Judge% + Fan%),26.0,Safe,16.25,,22.23,5.85,36.87,15.74,13.16,38.91
7,6,Cloris Leachman,Percentage (Judge% + Fan%),15.0,Eliminated,9.38,,10.04,2.48,36.87,3.92,2.73,38.91
7,6,Cody Linley,Percentage (Judge% + Fan%),23.0,Safe,14.37,,14.8,4.77,36.87,16.13,13.14,38.91
7,6,Lance Bass,Percentage (Judge% + Fan%),27.0,Safe,16.88,,12.57,4.55,36.87,15.62,13.16,38.91
7,6,Maurice Greene,Percentage (Judge% + Fan%),21.0,Safe,13.12,,11.93,3.91,36.87,16.63,13.1,38.91
7,6,Susan Lucci,Percentage (Judge% + Fan%),23.0,Safe,14.37,,15.17,4.84,36.87,16.19,13.17,38.91
7,6,Warren Sapp,Percentage (Judge% + Fan%),25.0,Safe,15.62,,13.27,4.6,36.87,15.78,13.1,38.91
7,7,Brooke Burke,Percentage (Judge% + Fan%),30.0,Safe,20.41,,25.47,6.01,8.15,17.11,13.8,17.16
7,7,Cody Linley,Percentage (Judge% + Fan%),22.0,Safe,14.97,,18.09,4.55,8.15,20.81,13.6,17.16
